"","CORT_1","CORT_2","CORT_3","CORT_4","MED_1","MED_2","MED_3","MED_4"
"ENSMUSG00000101000.1",6,2,1,0,1,1,0,0
"ENSMUSG00000101001.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101004.1",1.04313350566443,3.02805428576021,0,1.00127224603198,1.02195879944216,0,1.00146483209331,0
"ENSMUSG00000101005.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101006.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101010.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101015.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101016.1",0.00200279132190568,0.0010685246925365,0,0,0,0,0,0
"ENSMUSG00000101017.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101018.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101019.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101020.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101022.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101023.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101024.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101025.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101026.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101027.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101030.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101031.2",9.52613382481036,20.5861660318011,13.8763232558232,17.8746150448252,22.7995738856906,11.4490284454546,16.2228844316268,13.5497086159907
"ENSMUSG00000101032.6",0,0,0,0,0,0,0,0
"ENSMUSG00000101033.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101035.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101038.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101039.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101043.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101044.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101045.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101046.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101049.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101052.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101053.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101054.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101055.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101056.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101057.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101058.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101059.1",3.84354179905014,3.83982353308598,5.08075306063316,1.24289796342746,4.95874457145394,2.49489987022122,0,1.21766702294568
"ENSMUSG00000101063.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101064.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101065.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101066.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101068.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101070.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101071.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101072.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101073.2",1.05109014110521,0,2,0,1,0,1,0
"ENSMUSG00000101074.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101075.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101076.2",0,0,0,0,0,0,0,0
"ENSMUSG00000101077.1",5.57846652554678,4.36969648159519,2.00633071216541,2.66146793469823,4.3007140578947,1.00347767390959,1.02286947089127,2.19724733496844
"ENSMUSG00000101078.3",0,0,0,0,0,0,0,0
"ENSMUSG00000101082.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101083.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101085.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101087.1",0,0,0,1.00189601744196,1.01483941091878,1,0,0
"ENSMUSG00000101088.6",1,0,0,1,1,0,0,0
"ENSMUSG00000101092.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101093.1",1,0,0,2,0,1,0,0
"ENSMUSG00000101094.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101096.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101097.1",17.4997470569909,5.04276962068084,2.00759992822045,0,0,0,1,0
"ENSMUSG00000101098.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101101.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101103.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101105.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101106.6",0,0,0,0,0,0,0,0
"ENSMUSG00000101108.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101111.1",1.29166081982056e-07,44328.5648031069,2.38542101548043e-05,7.38083408337771e-08,8.7784432572053e-08,3.36432672105397e-06,0,1.14967647935932e-08
"ENSMUSG00000101113.1",0,0,0,1.87016027987002,1.63035771607369,0,0,0
"ENSMUSG00000101114.1",0,0,0,0.0017080076716988,0,0,0,0
"ENSMUSG00000101116.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101117.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101118.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101120.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101122.1",27.5445242333092,19.6495547828754,15.363207330973,18.3211021294361,29.9587353811745,16.2302702343107,7.19656225489518,19.8475530360132
"ENSMUSG00000101123.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101124.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101128.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101129.1",1.01223068547761,2.66241872040265,1.00105845477346,0,2.00529983649175,0,0,0
"ENSMUSG00000101130.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101132.2",3.18299692009644,4.67045386069743,0,4,1.01534495087172,3.06484608960642,4.12451889485563,1.04440185056585
"ENSMUSG00000101135.1",4,4,5,5,12,10,5,2
"ENSMUSG00000101137.1",0.999189144841491,0,0,0,0,0,0,0
"ENSMUSG00000101139.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101140.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101141.1",1.73472467913631e-05,5.47369609784505e-06,5.83684147970972e-07,1.96968849610067e-08,0,2.89970493490306e-08,0,0
"ENSMUSG00000101142.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101143.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101145.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101146.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101147.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101148.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101149.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101151.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101152.1",0,0,0,0,0,0,1.52828946898654,0
"ENSMUSG00000101154.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101155.6",0,0,0,0,0,0,0,0
"ENSMUSG00000101157.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101158.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101159.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101161.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101163.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101164.6",0,0,0,0,0,0,0,0
"ENSMUSG00000101167.1",15.2628565271184,16.1091497660788,11.8338727589542,24.362445126736,30.0620321165966,27.4473330501202,6.29662609779745,12.7148128289679
"ENSMUSG00000101171.1",0,1.06766132795334,1.04747810815769,0,1.03838286406048,0,0,0
"ENSMUSG00000101173.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101174.8",980.856527814113,780.319383641889,1322.65275666567,1068.45711868583,3924.24612087112,1913.76293068909,1291.69140506959,1954.36523042466
"ENSMUSG00000101177.6",0,0,0,0,0,0,0,0
"ENSMUSG00000101178.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101180.1",0,0,0,0,1,0,0,1
"ENSMUSG00000101181.2",0,0,0,0,0,0,0,0
"ENSMUSG00000101183.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101184.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101185.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101188.1",11251.5655758534,14136.3350207432,8426.79463011438,6415.35450124662,11563.5314692366,6680.01405472537,4843.87100726346,6938.49819412533
"ENSMUSG00000101193.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101194.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101195.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101196.2",0,0,0,0,0,0,0,0
"ENSMUSG00000101197.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101199.1",3.68055415784359,2.22566129863077,0,1.00807448666833,1.00751338677293,0,0,0
"ENSMUSG00000101200.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101201.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101202.6",0,0,0,0,0,0,0,0
"ENSMUSG00000101203.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101205.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101206.1",0,1.00674108061517,0,0,0,0,0,0
"ENSMUSG00000101208.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101209.1",0,10.4660355520809,0,0,1.33179832864102,0,1.84867761716605,0
"ENSMUSG00000101212.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101213.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101215.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101216.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101219.1",1.18220368140833,2.79609096483313,2.06557250563818,1.03712306633245,4.16036297128123,1.0310248193527,0,0
"ENSMUSG00000101220.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101221.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101226.1",0,0,0,0,1,0,0,0
"ENSMUSG00000101228.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101230.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101231.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101232.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101234.1",3.24123612443673,1.00181599315797,3.36218794479564,4.31844117474917,4.92160262859962,3.53295021017448,0,0
"ENSMUSG00000101235.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101236.1",0,2.68496227875885,0,0,0,0,0,0
"ENSMUSG00000101238.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101239.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101240.1",1,2,0,0,0,0,0,1
"ENSMUSG00000101241.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101243.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101246.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101248.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101249.1",23660.5874979558,12.7736737983428,2408.28881540315,1165.25980855711,3376.76701887823,2321.62620886143,1880.45548054659,1408.06097060514
"ENSMUSG00000101250.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101251.1",0,1,0,1,0,0,0,0
"ENSMUSG00000101252.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101254.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101255.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101259.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101260.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101262.1",25.3703607662133,9.72508309967549,13.8999767042165,17.7274175115847,23.5240121093628,9.40401874533338,7.18453909184227,15.3799042078482
"ENSMUSG00000101263.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101267.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101270.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101271.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101273.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101276.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101277.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101279.1",18.2396686063574,24.6282935961991,10.9713413644403,6.68238286924574,14.9988426464444,14.3386102685575,5.646133941233,4.1786776217186
"ENSMUSG00000101280.1",0.156368344213725,0,0,0,0,0,0.15816075765277,0
"ENSMUSG00000101281.1",1.23395838982725,0,0,0,1.00492703482495,0,0,0
"ENSMUSG00000101283.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101286.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101289.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101290.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101292.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101294.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101296.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101297.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101298.1",0.181076672104405,0,0.551473631540083,0,0,0,0,0
"ENSMUSG00000101301.1",1.00013490456146,0,0,0,1.00008877852391,0,1,0
"ENSMUSG00000101303.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101305.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101306.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101307.2",1,0,0,0,0,0,0,0
"ENSMUSG00000101309.1",0,219.770834668857,0,3.60646734263849,0,0,0,0
"ENSMUSG00000101310.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101312.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101315.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101316.1",114.459940961136,120.302944817172,80.223034078804,67.5230284173505,109.183691311566,47.7363185701744,49.4287524589966,66.3267197088895
"ENSMUSG00000101318.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101319.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101323.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101325.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101326.6",0,0,0,0,0,0,0,0
"ENSMUSG00000101327.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101328.1",0,1,0,0,0,0,0,1.00208743754479
"ENSMUSG00000101330.1",0,300.92067372251,0,0,0,0,0,0
"ENSMUSG00000101331.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101333.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101336.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101337.6",3.05453060672027,1.96893045917904,1.55611319883183,1.02224461077546,6.08162077489453,2.58412898022476,3.75074879586603,5.04036919350849
"ENSMUSG00000101339.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101340.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101341.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101343.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101346.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101347.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101348.6",0,0,0,0,0,0,0,0
"ENSMUSG00000101349.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101351.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101352.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101354.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101355.1",13.203387988156,0.323679189909923,2.90177068249002,7.60116361721161,0,0,3.63292233038138,0
"ENSMUSG00000101357.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101358.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101359.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101361.2",0,0,0,0,0,0,0,0
"ENSMUSG00000101362.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101363.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101364.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101367.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101368.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101369.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101371.1",4.56059420148929,0,0,0,0,0,0,0
"ENSMUSG00000101372.1",2.04686824935029,3.08900792986692,0,0,2.00693972344212,1.0051991668022,1.00392894686019,0
"ENSMUSG00000101373.2",0,0,0,0,0,0,2,0
"ENSMUSG00000101374.6",0,0,0,0,0,0,0,0
"ENSMUSG00000101375.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101376.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101380.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101381.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101382.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101383.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101385.1",0,1,2,0,1,0,0,1
"ENSMUSG00000101387.1",0,0,1,0,1,1,0,0
"ENSMUSG00000101389.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101390.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101391.3",3.06904136832768,0,1.0291926056703,4.08983766905604,8.19329113014737,2.05485190013381,3.07070661394684,0
"ENSMUSG00000101395.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101396.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101397.6",0,0,1,0,0,0,0,0
"ENSMUSG00000101398.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101399.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101400.1",1,0,1,4,2,0,2,0
"ENSMUSG00000101401.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101403.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101408.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101410.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101413.1",3.81744586230295,1.25952785254522,0,1.0848082643962,0,0,1.07449849718072,0
"ENSMUSG00000101415.1",0,0,0,0,1,0,0,0
"ENSMUSG00000101417.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101418.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101419.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101420.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101421.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101427.1",0.000405427579254305,0,0,0,0,0,0,0
"ENSMUSG00000101428.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101431.1",10.9278792808465,3.68864454536863,0,0,3.87716590916648,3.4367191047383,3.85760138993097,7.94023642260075
"ENSMUSG00000101433.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101434.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101436.1",0,0,0,1,8.47275145387244,0,0.251954165045859,1.58699399952157
"ENSMUSG00000101437.1",2,1,3,1,2,2,1,1
"ENSMUSG00000101439.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101442.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101443.1",0.00138249887538459,0,0,0,0,0,0,0
"ENSMUSG00000101444.6",0,0,0,0,0,0,0,0
"ENSMUSG00000101446.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101449.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101452.1",27.3652226128774,0,7.07288064520732,5.28151637590125,2.79868146990105,5.67048505651263,1.13013104162824,1.3237269064858
"ENSMUSG00000101454.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101455.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101457.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101459.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101462.2",61.8131826155826,37,73.7669898544363,67,126,53.7920810437677,45.8514507392744,56
"ENSMUSG00000101464.1",1.02980598828313,0,0,0,0,0,0,0
"ENSMUSG00000101466.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101467.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101468.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101469.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101470.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101471.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101473.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101475.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101477.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101478.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101479.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101480.3",14.3906817789294,6.6730031715169,15.7643537579454,7.36116939299269,23.5998023212104,13.2978431756466,3.16539244746868,24.4583855524883
"ENSMUSG00000101482.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101486.1",3.51766499714478,0,0,0,0.998547405137907,0.99562947932584,0.998613783795497,0
"ENSMUSG00000101487.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101489.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101490.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101494.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101495.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101496.1",41.3417934970777,2.51950739053176,11.013964262267,18.3523456205244,25.9149091221022,14.1623470310092,23.4606550401641,23.5114660912637
"ENSMUSG00000101497.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101498.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101499.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101500.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101501.1",6.3441271643378,0,0,1.14007740550094,10.8881129438139,2.01379219072857,2.2009344757091,0
"ENSMUSG00000101502.1",4.40225177950851,16.6109224721461,11.5587140567318,12.384359684371,15.8104028138981,5.1403774800805,9.96817435171551,7.83070802085245
"ENSMUSG00000101504.1",0.000405427579254305,0,0,0,0,0,0,0
"ENSMUSG00000101506.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101509.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101510.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101511.1",0.5,1.5,0,0,0.5,0,0,0
"ENSMUSG00000101515.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101518.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101519.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101520.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101522.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101527.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101528.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101530.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101532.1",0,0,0,1.01686463210182,0,2.04201773549276,0,0
"ENSMUSG00000101534.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101535.1",1,1,0,0,1,0,1,1
"ENSMUSG00000101538.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101543.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101544.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101545.1",0,7.07831572192593,2.00157484382457,0,1.00083912722143,1.00081926702672,0,0
"ENSMUSG00000101548.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101550.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101551.1",6.49135861825193,0,0,0,1.1115873444346,0,1.00637289135591,2.02849194564673
"ENSMUSG00000101552.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101554.2",0,0,0,0,0,0,0,0
"ENSMUSG00000101557.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101558.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101562.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101563.1",0,1,0,0,1,1,0,0
"ENSMUSG00000101564.1",4.04199027357365,1.01065233545593,5.01904427317008,1.00283164588703,5.43236399065609,4.01305332262059,1.0038227480715,2.00811386611897
"ENSMUSG00000101567.1",2.73450070189737,0,2.04931183975741,0,0,0,0,0
"ENSMUSG00000101571.2",2.1794233806176,6.36077805072824,2.01512181597947,0,2.01254138709985,1.00795130499132,0,0
"ENSMUSG00000101573.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101575.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101576.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101578.2",2.01138738376687,3.012972607826,5.19307326852158,9.04527024924304,7.09421173184094,6.19953985306352,0,1.00268866305626
"ENSMUSG00000101579.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101582.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101587.2",1,2,2,8,12,4,3,5
"ENSMUSG00000101589.1",7.80075781973705,0,4.33620398724972,1.07620947639381,2.15701000030614,4.34340836316007,1.10529491839523,2.17871583787689
"ENSMUSG00000101590.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101593.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101594.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101597.2",6.34125549082967,2.68464737235826,1.57854456531116,5.49503325041022,4.09296265668826,4.12040145413148,1.37482110481894,4.04997303021588
"ENSMUSG00000101602.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101605.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101607.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101610.1",0,1.13281451915343,0,1.52730472134726,0,1.0154010601568,0,0
"ENSMUSG00000101611.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101612.2",0,0,0,0,1.00437893763441,0,0,0
"ENSMUSG00000101615.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101616.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101617.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101618.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101619.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101622.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101623.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101624.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101631.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101637.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101638.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101639.1",2,1.07180780885282,5.04077735305354e-07,1,1.25244116708012,0,0,0
"ENSMUSG00000101644.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101645.1",596.056784275167,1014.66729236357,0,0,0,0,0,0
"ENSMUSG00000101646.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101647.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101650.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101652.1",3.65758147015109,3.21812468881842,0,0,0,0,0,0
"ENSMUSG00000101653.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101656.1",0,0,1.00005856229234,2.00041153300335,2.00017489645545,0,1.00029560392296,0
"ENSMUSG00000101657.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101658.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101660.1",0,5.26457755542063,0,0,0,0,0,0
"ENSMUSG00000101661.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101664.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101665.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101666.1",0,0,1.00053129623036,0,0,0,0,0
"ENSMUSG00000101667.1",2.02523022200193,9.4234352760827,8.84293330670905,2.4312467052453,0.824044906390454,0,4.74254977778594,1.31148841957854
"ENSMUSG00000101669.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101670.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101672.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101673.1",0,0,0,0,0,0,0,0
"ENSMUSG00000101676.1",0,0,0,0,0,0,0,0
